Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4003,CA-2024-102360,2024-03-24,2024-03-27,Second Class,JS-10181,Margaret Lewis,Home Office,United States,Detroit,Michigan,48201,Central,TEC-MA-10001052,Technology,Machines,Wilson Jones Heavy Duty Shredder v11.2,4067.3,2,0.1,90.39
4004,CA-2023-102361,2023-04-19,2023-04-20,First Class,PL-10710,Patricia Martin,Home Office,United States,Richmond,Virginia,23219,South,OFF-BI-10001128,Office Supplies,Binders,Fellowes Clear Cove Binder v8.1,4.47,1,0.0,2.01
4005,CA-2023-102361,2023-04-19,2023-04-20,First Class,PL-10710,Patricia Martin,Home Office,United States,Richmond,Virginia,23219,South,TEC-PH-10001017,Technology,Phones,Apple Smartphone v4.3,916.08,1,0.0,229.02
4006,CA-2025-102362,2025-11-19,2025-11-21,First Class,PL-10288,Charles Lopez,Home Office,United States,New York,New York,10001,East,TEC-AC-10001042,Technology,Accessories,Samsung USB-C Hub v1.6,96.41,1,0.0,19.28
4007,CA-2025-102362,2025-11-19,2025-11-21,First Class,PL-10288,Charles Lopez,Home Office,United States,New York,New York,10001,East,TEC-MA-10001065,Technology,Machines,Apple 3D Printer v6.1,1836.48,1,0.15,-64.81
4008,CA-2025-102363,2025-06-19,2025-06-20,First Class,PL-10537,Susan Lee,Home Office,United States,Indianapolis,Indiana,46201,Central,OFF-FA-10001215,Office Supplies,Fasteners,Apple Paper Clips v6.2,35.74,2,0.0,12.51
4009,CA-2025-102364,2025-03-01,2025-03-03,First Class,PL-10723,Michael Thomas,Consumer,United States,Pittsburgh,Pennsylvania,15201,East,FUR-BO-10001353,Furniture,Bookcases,Dell Corner Bookshelf v12.1,627.76,1,0.2,-117.71
4010,CA-2024-102365,2024-03-31,2024-04-03,Second Class,TB-10685,Lisa Thomas,Consumer,United States,Philadelphia,Pennsylvania,19104,East,OFF-ST-10001165,Office Supplies,Storage,Avery Mobile Filing Cabinet v2.3,67.4,1,0.0,12.13
4011,CA-2025-102366,2025-07-11,2025-07-11,Same Day,TB-10617,Daniel Miller,Home Office,United States,Portland,Oregon,97201,West,OFF-AP-10001185,Office Supplies,Appliances,Fellowes Compact Refrigerator v7.5,627.66,2,0.0,138.09
4012,CA-2023-102367,2023-09-29,2023-10-03,Second Class,TB-10570,Linda Anderson,Home Office,United States,New York,New York,10001,East,TEC-PH-10001019,Technology,Phones,Avery Smartphone v3.5,326.62,2,0.0,81.66
4013,CA-2023-102367,2023-09-29,2023-10-03,Second Class,TB-10570,Linda Anderson,Home Office,United States,New York,New York,10001,East,OFF-PA-10001113,Office Supplies,Paper,Wilson Jones Photo Paper v1.0,97.19,2,0.15,28.59
4014,CA-2025-102368,2025-11-26,2025-11-28,Second Class,AR-10694,Daniel Robinson,Corporate,United States,Dallas,Texas,75201,Central,TEC-PH-10001011,Technology,Phones,Hon Wireless Handset v7.1,280.25,1,0.4,-70.07
4015,CA-2025-102368,2025-11-26,2025-11-28,Second Class,AR-10694,Daniel Robinson,Corporate,United States,Dallas,Texas,75201,Central,OFF-BI-10001121,Office Supplies,Binders,Global Heavy Duty View Binder v7.5,71.45,1,0.4,5.96
4016,CA-2023-102369,2023-03-03,2023-03-03,Same Day,KA-10012,Robert Gonzalez,Consumer,United States,Miami,Florida,33101,South,FUR-TA-10001377,Furniture,Tables,Wilson Jones Conference Table v11.5,1368.86,2,0.2,-308.0
4017,CA-2023-102370,2023-03-17,2023-03-20,Second Class,KA-10469,Patricia Harris,Home Office,United States,Cleveland,Ohio,44114,East,OFF-LA-10001241,Office Supplies,Labels,Bush File Folder Labels v7.7,12.13,1,0.2,2.28
4018,CA-2025-102371,2025-12-25,2025-12-26,First Class,CH-10146,Michael Miller,Corporate,United States,Houston,Texas,77002,Central,TEC-PH-10001000,Technology,Phones,Avery Conference Phone v12.7,433.36,1,0.2,27.08
4019,CA-2025-102371,2025-12-25,2025-12-26,First Class,CH-10146,Michael Miller,Corporate,United States,Houston,Texas,77002,Central,OFF-BI-10001118,Office Supplies,Binders,Dell Presentation Folder v6.3,227.9,3,0.2,71.22
4020,CA-2025-102371,2025-12-25,2025-12-26,First Class,CH-10146,Michael Miller,Corporate,United States,Houston,Texas,77002,Central,OFF-SU-10001270,Office Supplies,Supplies,Avery Tape Dispenser v7.6,59.99,1,0.2,-7.5
4021,CA-2025-102372,2025-03-31,2025-03-31,Same Day,AR-10694,Daniel Robinson,Corporate,United States,Dallas,Texas,75201,Central,FUR-CH-10001293,Furniture,Chairs,Global Executive Leather Chair v4.3,849.34,2,0.2,-53.09
4022,CA-2024-102373,2024-06-10,2024-06-11,First Class,TB-10611,Karen Moore,Consumer,United States,San Diego,California,92101,West,FUR-CH-10001288,Furniture,Chairs,Logitech Mesh Task Chair v4.5,246.15,1,0.1,13.68
4023,CA-2024-102374,2024-08-08,2024-08-09,First Class,JS-10446,John Miller,Corporate,United States,Dallas,Texas,75201,Central,TEC-AC-10001029,Technology,Accessories,Canon USB-C Hub v3.6,146.95,1,0.2,-0.0
4024,CA-2023-102375,2023-04-20,2023-04-24,Standard Class,PL-10094,Christopher Martin,Consumer,United States,Philadelphia,Pennsylvania,19104,East,OFF-EN-10001239,Office Supplies,Envelopes,Bush Catalog Envelopes v7.2,5.51,1,0.2,1.03
4025,CA-2023-102375,2023-04-20,2023-04-24,Standard Class,PL-10094,Christopher Martin,Consumer,United States,Philadelphia,Pennsylvania,19104,East,OFF-PA-10001104,Office Supplies,Paper,Fellowes Photo Paper v4.6,26.74,2,0.8,-53.49
4026,CA-2024-102376,2024-12-19,2024-12-19,Same Day,MD-10673,Thomas Robinson,Home Office,United States,Nashville,Tennessee,37201,South,FUR-BO-10001360,Furniture,Bookcases,Fellowes Metal Bookcase v12.8,1350.0,3,0.0,67.5
4027,CA-2024-102377,2024-02-23,2024-02-23,Same Day,MD-10518,Margaret Rodriguez,Consumer,United States,Houston,Texas,77002,Central,OFF-PA-10001109,Office Supplies,Paper,BIC Recycled Copy Paper v5.1,108.18,2,0.0,43.27
4028,CA-2025-102378,2025-03-12,2025-03-15,Standard Class,TB-10099,Thomas Hernandez,Consumer,United States,Detroit,Michigan,48201,Central,OFF-ST-10001154,Office Supplies,Storage,Sauder Heavy Duty Shelving v10.7,399.15,1,0.0,71.85
4029,CA-2025-102378,2025-03-12,2025-03-15,Standard Class,TB-10099,Thomas Hernandez,Consumer,United States,Detroit,Michigan,48201,Central,FUR-CH-10001280,Furniture,Chairs,Samsung Mesh Task Chair v4.5,1668.5,5,0.0,250.28
4030,CA-2025-102379,2025-06-24,2025-06-27,Second Class,ZC-10764,Christopher Martin,Home Office,United States,Miami,Florida,33101,South,FUR-TA-10001386,Furniture,Tables,HP Conference Table v2.0,335.5,1,0.3,-134.2
4031,CA-2025-102380,2025-11-18,2025-11-19,First Class,HL-10372,Mary Brown,Consumer,United States,Austin,Texas,78701,Central,OFF-EN-10001220,Office Supplies,Envelopes,Apple Catalog Envelopes v7.9,16.11,2,0.6,-10.07
4032,CA-2025-102381,2025-10-12,2025-10-14,First Class,PL-10425,Margaret Brown,Corporate,United States,Tampa,Florida,33602,South,FUR-CH-10001286,Furniture,Chairs,Global Executive Leather Chair v1.8,203.64,1,0.0,30.55
4033,CA-2025-102381,2025-10-12,2025-10-14,First Class,PL-10425,Margaret Brown,Corporate,United States,Tampa,Florida,33602,South,TEC-MA-10001055,Technology,Machines,Hon 3D Printer v2.3,2109.76,1,0.0,253.17
4034,CA-2024-102382,2024-07-10,2024-07-12,First Class,KA-10589,Thomas Garcia,Home Office,United States,Portland,Oregon,97201,West,OFF-PA-10001109,Office Supplies,Paper,BIC Recycled Copy Paper v5.1,48.68,1,0.1,16.23
4035,CA-2024-102382,2024-07-10,2024-07-12,First Class,KA-10589,Thomas Garcia,Home Office,United States,Portland,Oregon,97201,West,FUR-BO-10001352,Furniture,Bookcases,BIC Corner Bookshelf v11.2,2064.72,3,0.3,-737.4
4036,CA-2024-102382,2024-07-10,2024-07-12,First Class,KA-10589,Thomas Garcia,Home Office,United States,Portland,Oregon,97201,West,OFF-BI-10001119,Office Supplies,Binders,Samsung Presentation Folder v10.7,219.76,2,0.15,77.56
4037,CA-2024-102383,2024-10-28,2024-11-02,Standard Class,HL-10587,William Martin,Corporate,United States,Miami,Florida,33101,South,OFF-AP-10001176,Office Supplies,Appliances,Avery Compact Refrigerator v1.1,635.04,4,0.0,139.71
4038,CA-2024-102384,2024-01-27,2024-01-27,Same Day,AR-10311,Jane Hernandez,Home Office,United States,Seattle,Washington,98101,West,FUR-CH-10001303,Furniture,Chairs-Ergonomic,Apple Ergonomic Lumbar Support Chair v8.3,728.1,1,0.1,64.72
4039,CA-2025-102385,2025-10-26,2025-10-27,First Class,AR-10456,Linda Brown,Corporate,United States,Cleveland,Ohio,44114,East,OFF-AP-10001181,Office Supplies,Appliances,Sauder Microwave Oven v1.9,624.88,2,0.2,15.62
4040,CA-2025-102385,2025-10-26,2025-10-27,First Class,AR-10456,Linda Brown,Corporate,United States,Cleveland,Ohio,44114,East,TEC-PH-10001022,Technology,Phones,Global Wireless Handset v7.2,657.54,1,0.2,41.1
4041,CA-2023-102386,2023-03-25,2023-03-26,First Class,ZC-10765,Elizabeth Martinez,Consumer,United States,Charlotte,North Carolina,28202,South,TEC-PH-10001023,Technology,Phones,Canon Wireless Handset v1.1,521.53,1,0.0,130.38
4042,CA-2025-102387,2025-03-09,2025-03-12,Second Class,JS-10623,Patricia Anderson,Corporate,United States,Houston,Texas,77002,Central,OFF-AR-10001152,Office Supplies,Art,BIC Acrylic Paint Set v2.8,14.68,1,0.4,-2.45
4043,CA-2025-102387,2025-03-09,2025-03-12,Second Class,JS-10623,Patricia Anderson,Corporate,United States,Houston,Texas,77002,Central,OFF-BI-10001118,Office Supplies,Binders,Dell Presentation Folder v6.3,94.96,1,0.0,42.73
4044,CA-2025-102387,2025-03-09,2025-03-12,Second Class,JS-10623,Patricia Anderson,Corporate,United States,Houston,Texas,77002,Central,OFF-AP-10001183,Office Supplies,Appliances,Xerox Compact Refrigerator v2.4,469.19,3,0.4,-140.75
4045,CA-2025-102387,2025-03-09,2025-03-12,Second Class,JS-10623,Patricia Anderson,Corporate,United States,Houston,Texas,77002,Central,OFF-BI-10001128,Office Supplies,Binders,Fellowes Clear Cove Binder v8.1,1.79,1,0.6,-0.67
4046,CA-2025-102388,2025-10-30,2025-11-03,Standard Class,CH-10006,Karen Smith,Home Office,United States,Philadelphia,Pennsylvania,19104,East,OFF-ST-10001158,Office Supplies,Storage,BIC Plastic Storage Bin v4.8,314.8,1,0.2,-7.87
4047,CA-2025-102389,2025-05-24,2025-05-28,Standard Class,CH-10307,Jessica Lopez,Corporate,United States,Miami,Florida,33101,South,OFF-BI-10001132,Office Supplies,Binders,Fellowes Clear Cove Binder v5.1,47.87,1,0.0,21.54
4048,CA-2023-102390,2023-09-08,2023-09-08,Same Day,TB-10084,Susan Thompson,Home Office,United States,Buffalo,New York,14201,East,TEC-CO-10001090,Technology,Copiers,HP High-Volume Color Copier v5.5,7870.04,1,0.0,2754.51
4049,CA-2024-102391,2024-05-01,2024-05-01,Same Day,KA-10697,Daniel Jackson,Consumer,United States,Cleveland,Ohio,44114,East,OFF-AP-10001179,Office Supplies,Appliances,Global Space Heater v1.6,340.62,2,0.6,-323.58
4050,CA-2024-102391,2024-05-01,2024-05-01,Same Day,KA-10697,Daniel Jackson,Consumer,United States,Cleveland,Ohio,44114,East,FUR-CH-10001282,Furniture,Chairs,Xerox Stool v11.2,219.46,2,0.6,-246.88
4051,CA-2023-102392,2023-04-01,2023-04-06,Standard Class,PL-10310,Christopher Gonzalez,Consumer,United States,Nashville,Tennessee,37201,South,OFF-PA-10001113,Office Supplies,Paper,Wilson Jones Photo Paper v1.0,57.17,1,0.0,22.87
4052,CA-2025-102393,2025-05-01,2025-05-01,Same Day,PL-10678,Matthew Thompson,Corporate,United States,Chicago,Illinois,60601,Central,OFF-PA-10001114,Office Supplies,Paper,Apple Photo Paper v12.2,32.66,1,0.2,8.16
4053,CA-2023-102394,2023-02-23,2023-02-23,Same Day,PL-10347,Karen Sanchez,Corporate,United States,Atlanta,Georgia,30303,South,OFF-SU-10001265,Office Supplies,Supplies,Hon Heavy Duty Stapler v5.1,40.62,1,0.2,-5.07
4054,CA-2023-102395,2023-03-05,2023-03-07,First Class,KA-10302,David Harris,Corporate,United States,Portland,Oregon,97201,West,OFF-SU-10001277,Office Supplies,Supplies,Apple Tape Dispenser v1.9,60.13,1,0.0,6.01
4055,CA-2023-102396,2023-04-23,2023-04-28,Standard Class,JS-10670,Matthew Jones,Home Office,United States,Miami,Florida,33101,South,FUR-CH-10001296,Furniture,Chairs-Ergonomic,Avery Premium Kneeling Chair v10.0,793.92,1,0.0,142.91
4056,CA-2023-102396,2023-04-23,2023-04-28,Standard Class,JS-10670,Matthew Jones,Home Office,United States,Miami,Florida,33101,South,TEC-MA-10001059,Technology,Machines,Wilson Jones Binding Machine v6.6,3207.92,2,0.0,384.95
4057,CA-2024-102397,2024-12-30,2025-01-06,Standard Class,HL-10590,Robert Sanchez,Home Office,United States,Los Angeles,California,90012,West,OFF-EN-10001224,Office Supplies,Envelopes,Canon Security Tint Envelopes v2.4,27.9,1,0.0,9.77
4058,CA-2025-102398,2025-10-05,2025-10-10,Standard Class,CH-10008,Susan Davis,Corporate,United States,Austin,Texas,78701,Central,TEC-MA-10001075,Technology,Machines,BIC 3D Printer v11.2,1457.14,3,0.6,-1748.56
4059,CA-2025-102398,2025-10-05,2025-10-10,Standard Class,CH-10008,Susan Davis,Corporate,United States,Austin,Texas,78701,Central,FUR-CH-10001305,Furniture,Chairs-Ergonomic,BIC Ergonomic Lumbar Support Chair v1.8,278.54,2,0.8,-863.47
4060,CA-2025-102399,2025-01-18,2025-01-24,Standard Class,HL-10719,Linda Garcia,Corporate,United States,Portland,Oregon,97201,West,FUR-CH-10001302,Furniture,Chairs-Ergonomic,Apple Premium Kneeling Chair v12.9,285.96,1,0.1,25.42
4061,CA-2023-102400,2023-12-01,2023-12-02,First Class,HL-10044,John White,Home Office,United States,Portland,Oregon,97201,West,OFF-PA-10001109,Office Supplies,Paper,BIC Recycled Copy Paper v5.1,162.27,3,0.0,64.91
4062,CA-2023-102400,2023-12-01,2023-12-02,First Class,HL-10044,John White,Home Office,United States,Portland,Oregon,97201,West,OFF-LA-10001244,Office Supplies,Labels,HP Color-Coding Dots v5.5,9.88,4,0.0,3.46
4063,CA-2025-102401,2025-12-05,2025-12-09,Second Class,JS-10395,Michael White,Corporate,United States,Boston,Massachusetts,02108,East,OFF-SU-10001276,Office Supplies,Supplies,Smead Heavy Duty Stapler v5.9,32.93,1,0.0,3.29
4064,CA-2023-102402,2023-05-20,2023-05-20,Same Day,AR-10186,Jessica Smith,Corporate,United States,Chicago,Illinois,60601,Central,FUR-TA-10001379,Furniture,Tables,Logitech Computer Desk v6.8,2289.29,2,0.3,-915.72
4065,CA-2023-102402,2023-05-20,2023-05-20,Same Day,AR-10186,Jessica Smith,Corporate,United States,Chicago,Illinois,60601,Central,TEC-MA-10001067,Technology,Machines,Smead Binding Machine v8.3,1979.34,4,0.8,-6729.74
4066,CA-2025-102403,2025-05-29,2025-06-02,Standard Class,CH-10690,Elizabeth Lee,Consumer,United States,Seattle,Washington,98101,West,FUR-CH-10001283,Furniture,Chairs,HP Executive Leather Chair v8.4,188.84,1,0.1,10.49
4067,CA-2023-102404,2023-05-10,2023-05-14,Second Class,ZC-10125,Betty Robinson,Corporate,United States,Nashville,Tennessee,37201,South,OFF-BI-10001117,Office Supplies,Binders,Samsung Ring Binder v9.9,6.5,2,0.0,2.92
4068,CA-2023-102404,2023-05-10,2023-05-14,Second Class,ZC-10125,Betty Robinson,Corporate,United States,Nashville,Tennessee,37201,South,FUR-BO-10001347,Furniture,Bookcases,Smead Library Shelving v7.9,924.32,1,0.0,46.22
4069,CA-2024-102405,2024-10-26,2024-10-26,Same Day,ZC-10764,Christopher Martin,Home Office,United States,Miami,Florida,33101,South,TEC-MA-10001069,Technology,Machines,Brother Binding Machine v10.6,1269.87,1,0.1,28.22
4070,CA-2024-102406,2024-03-28,2024-03-30,First Class,HL-10292,Mary Smith,Home Office,United States,Columbus,Ohio,43215,East,FUR-BO-10001352,Furniture,Bookcases,BIC Corner Bookshelf v11.2,688.24,1,0.3,-245.8
4071,CA-2025-102407,2025-03-03,2025-03-03,Same Day,HL-10585,Charles Gonzalez,Home Office,United States,Minneapolis,Minnesota,55401,Central,TEC-PH-10001024,Technology,Phones,Canon Wireless Handset v10.9,961.63,1,0.0,240.41
4072,CA-2025-102407,2025-03-03,2025-03-03,Same Day,HL-10585,Charles Gonzalez,Home Office,United States,Minneapolis,Minnesota,55401,Central,OFF-AR-10001147,Office Supplies,Art,HP Watercolor Set v12.6,12.2,1,0.1,2.71
4073,CA-2025-102407,2025-03-03,2025-03-03,Same Day,HL-10585,Charles Gonzalez,Home Office,United States,Minneapolis,Minnesota,55401,Central,OFF-AP-10001183,Office Supplies,Appliances,Xerox Compact Refrigerator v2.4,703.78,3,0.1,93.84
4074,CA-2023-102408,2023-01-28,2023-01-28,Same Day,CH-10766,Elizabeth Wilson,Corporate,United States,Columbus,Ohio,43215,East,OFF-SU-10001277,Office Supplies,Supplies,Apple Tape Dispenser v1.9,96.21,2,0.2,-12.02
4075,CA-2023-102408,2023-01-28,2023-01-28,Same Day,CH-10766,Elizabeth Wilson,Corporate,United States,Columbus,Ohio,43215,East,FUR-BO-10001359,Furniture,Bookcases,Fellowes Wood Bookcase v6.7,192.23,1,0.0,9.61
4076,CA-2023-102408,2023-01-28,2023-01-28,Same Day,CH-10766,Elizabeth Wilson,Corporate,United States,Columbus,Ohio,43215,East,TEC-AC-10001038,Technology,Accessories,BIC USB-C Hub v8.2,27.64,2,0.6,-27.64
4077,CA-2024-102409,2024-07-13,2024-07-15,First Class,PL-10334,Thomas Lee,Corporate,United States,Buffalo,New York,14201,East,OFF-AP-10001180,Office Supplies,Appliances,Dell Air Purifier v4.2,201.24,1,0.0,44.27
4078,CA-2024-102410,2024-11-11,2024-11-18,Standard Class,PL-10514,Barbara Perez,Home Office,United States,Miami,Florida,33101,South,OFF-EN-10001233,Office Supplies,Envelopes,HP Self-Seal Envelopes v2.7,7.71,1,0.0,2.7
4079,CA-2024-102410,2024-11-11,2024-11-18,Standard Class,PL-10514,Barbara Perez,Home Office,United States,Miami,Florida,33101,South,OFF-BI-10001134,Office Supplies,Binders,Canon Heavy Duty View Binder v12.6,220.06,2,0.0,99.03
4080,CA-2024-102411,2024-12-14,2024-12-14,Same Day,TB-10042,Anthony Lee,Corporate,United States,Atlanta,Georgia,30303,South,FUR-CH-10001311,Furniture,Chairs-Ergonomic,Dell Ergonomic Lumbar Support Chair v5.5,7011.2,7,0.0,1262.02
4081,CA-2023-102412,2023-10-21,2023-10-26,Standard Class,ZC-10674,Sarah Lopez,Home Office,United States,Seattle,Washington,98101,West,OFF-EN-10001232,Office Supplies,Envelopes,Wilson Jones Security Tint Envelopes v5.1,15.03,1,0.0,5.26
4082,CA-2023-102412,2023-10-21,2023-10-26,Standard Class,ZC-10674,Sarah Lopez,Home Office,United States,Seattle,Washington,98101,West,FUR-FU-10001333,Furniture,Furnishings,BIC Desktop Organizer v9.3,101.64,1,0.0,20.33
4083,CA-2025-102413,2025-12-28,2025-12-28,Same Day,HL-10416,Robert Williams,Consumer,United States,Charlotte,North Carolina,28202,South,FUR-CH-10001307,Furniture,Chairs-Ergonomic,Logitech Premium Kneeling Chair v2.1,1035.23,1,0.0,186.34
4084,CA-2025-102413,2025-12-28,2025-12-28,Same Day,HL-10416,Robert Williams,Consumer,United States,Charlotte,North Carolina,28202,South,OFF-AP-10001176,Office Supplies,Appliances,Avery Compact Refrigerator v1.1,508.03,4,0.2,12.7
4085,CA-2025-102414,2025-10-11,2025-10-11,Same Day,HL-10646,Anthony Moore,Corporate,United States,Tampa,Florida,33602,South,OFF-AR-10001150,Office Supplies,Art,HP Sketchbook v4.8,98.26,2,0.0,29.48
4086,CA-2025-102415,2025-11-28,2025-12-02,Second Class,HL-10015,Sarah Brown,Corporate,United States,Philadelphia,Pennsylvania,19104,East,FUR-CH-10001311,Furniture,Chairs-Ergonomic,Dell Ergonomic Lumbar Support Chair v5.5,600.96,3,0.8,-1862.98
4087,CA-2023-102416,2023-06-23,2023-06-23,Same Day,CH-10400,Linda Anderson,Home Office,United States,Minneapolis,Minnesota,55401,Central,FUR-TA-10001368,Furniture,Tables,Samsung Writing Desk v10.4,128.35,1,0.2,-28.88
4088,CA-2024-102417,2024-01-24,2024-01-27,Second Class,AR-10535,Mary Harris,Corporate,United States,Columbus,Ohio,43215,East,OFF-FA-10001204,Office Supplies,Fasteners,Global Rubber Bands v12.4,4.1,2,0.4,-0.35
4089,CA-2024-102417,2024-01-24,2024-01-27,Second Class,AR-10535,Mary Harris,Corporate,United States,Columbus,Ohio,43215,East,FUR-CH-10001280,Furniture,Chairs,Samsung Mesh Task Chair v4.5,533.92,2,0.2,-33.37
4090,CA-2023-102418,2023-04-05,2023-04-05,Same Day,ZC-10379,William Anderson,Corporate,United States,Minneapolis,Minnesota,55401,Central,OFF-LA-10001254,Office Supplies,Labels,Sauder Color-Coding Dots v11.1,31.81,2,0.1,8.84
4091,CA-2024-102419,2024-08-27,2024-08-29,First Class,ZC-10065,Robert Taylor,Consumer,United States,Cleveland,Ohio,44114,East,OFF-PA-10001105,Office Supplies,Paper,Xerox Multipurpose Cardstock v6.4,24.26,1,0.2,6.06
4092,CA-2024-102419,2024-08-27,2024-08-29,First Class,ZC-10065,Robert Taylor,Consumer,United States,Cleveland,Ohio,44114,East,TEC-AC-10001044,Technology,Accessories,Samsung USB-C Hub v6.9,951.48,5,0.2,-0.0
4093,CA-2024-102419,2024-08-27,2024-08-29,First Class,ZC-10065,Robert Taylor,Consumer,United States,Cleveland,Ohio,44114,East,FUR-BO-10001367,Furniture,Bookcases,Apple Library Shelving v1.6,245.84,1,0.3,-87.8
4094,CA-2024-102419,2024-08-27,2024-08-29,First Class,ZC-10065,Robert Taylor,Consumer,United States,Cleveland,Ohio,44114,East,TEC-MA-10001075,Technology,Machines,BIC 3D Printer v11.2,3642.84,3,0.0,437.14
4095,CA-2024-102420,2024-10-19,2024-10-21,First Class,PL-10536,Linda Brown,Consumer,United States,Denver,Colorado,80202,West,OFF-EN-10001231,Office Supplies,Envelopes,GBC Security Tint Envelopes v9.7,18.81,1,0.1,5.22
4096,CA-2024-102420,2024-10-19,2024-10-21,First Class,PL-10536,Linda Brown,Consumer,United States,Denver,Colorado,80202,West,TEC-CO-10001092,Technology,Copiers,Hon Digital Copier v10.6,2161.05,1,0.0,756.37
4097,CA-2024-102420,2024-10-19,2024-10-21,First Class,PL-10536,Linda Brown,Consumer,United States,Denver,Colorado,80202,West,TEC-MA-10001055,Technology,Machines,Hon 3D Printer v2.3,3586.59,2,0.15,-126.59
4098,CA-2024-102421,2024-04-11,2024-04-15,Standard Class,KA-10786,Lisa Harris,Corporate,United States,Columbus,Ohio,43215,East,OFF-SU-10001263,Office Supplies,Supplies,Sauder Heavy Duty Stapler v4.7,26.96,1,0.2,-3.37
4099,CA-2024-102421,2024-04-11,2024-04-15,Standard Class,KA-10786,Lisa Harris,Corporate,United States,Columbus,Ohio,43215,East,OFF-AR-10001139,Office Supplies,Art,Avery Sketchbook v6.2,7.65,1,0.8,-19.12
4100,CA-2024-102422,2024-04-15,2024-04-17,Second Class,CH-10153,Nancy Lee,Home Office,United States,Pittsburgh,Pennsylvania,15201,East,FUR-BO-10001367,Furniture,Bookcases,Apple Library Shelving v1.6,702.4,2,0.0,35.12
4101,CA-2023-102423,2023-06-03,2023-06-03,Same Day,HL-10032,Michael Rodriguez,Consumer,United States,Nashville,Tennessee,37201,South,OFF-BI-10001135,Office Supplies,Binders,Wilson Jones Ring Binder v4.1,249.91,2,0.1,97.19
4102,CA-2025-102424,2025-09-13,2025-09-17,Second Class,AR-10558,Mark Moore,Corporate,United States,Indianapolis,Indiana,46201,Central,TEC-PH-10001023,Technology,Phones,Canon Wireless Handset v1.1,521.53,1,0.0,130.38
4103,CA-2025-102424,2025-09-13,2025-09-17,Second Class,AR-10558,Mark Moore,Corporate,United States,Indianapolis,Indiana,46201,Central,FUR-TA-10001387,Furniture,Tables,Avery Computer Desk v2.9,6680.0,4,0.0,133.6
4104,CA-2025-102424,2025-09-13,2025-09-17,Second Class,AR-10558,Mark Moore,Corporate,United States,Indianapolis,Indiana,46201,Central,TEC-CO-10001076,Technology,Copiers,BIC Multi-Function Copier v3.5,6486.18,1,0.0,2270.16
4105,CA-2025-102425,2025-11-24,2025-11-30,Standard Class,JS-10112,Robert Lee,Corporate,United States,Seattle,Washington,98101,West,TEC-CO-10001077,Technology,Copiers,GBC High-Volume Color Copier v7.9,5791.53,3,0.0,2027.04
4106,CA-2025-102426,2025-04-16,2025-04-16,Same Day,JS-10475,Barbara Taylor,Consumer,United States,Pittsburgh,Pennsylvania,15201,East,FUR-BO-10001347,Furniture,Bookcases,Smead Library Shelving v7.9,739.46,1,0.2,-138.64
4107,CA-2025-102426,2025-04-16,2025-04-16,Same Day,JS-10475,Barbara Taylor,Consumer,United States,Pittsburgh,Pennsylvania,15201,East,OFF-ST-10001170,Office Supplies,Storage,HP Mobile Filing Cabinet v6.2,100.24,5,0.6,-105.25
4108,CA-2024-102427,2024-12-11,2024-12-15,Second Class,CH-10428,John Martin,Home Office,United States,Los Angeles,California,90012,West,OFF-SU-10001267,Office Supplies,Supplies,Avery Heavy Duty Stapler v4.2,270.7,5,0.0,27.07
4109,CA-2023-102428,2023-11-02,2023-11-04,Second Class,ZC-10303,Sandra Sanchez,Home Office,United States,Minneapolis,Minnesota,55401,Central,OFF-PA-10001103,Office Supplies,Paper,Canon Photo Paper v11.5,58.45,1,0.15,17.19
4110,CA-2023-102428,2023-11-02,2023-11-04,Second Class,ZC-10303,Sandra Sanchez,Home Office,United States,Minneapolis,Minnesota,55401,Central,OFF-ST-10001167,Office Supplies,Storage,Smead Stacking Drawers v2.8,764.7,5,0.0,137.65
4111,CA-2024-102429,2024-11-09,2024-11-11,First Class,JS-10256,Karen White,Consumer,United States,Indianapolis,Indiana,46201,Central,FUR-CH-10001283,Furniture,Chairs,HP Executive Leather Chair v8.4,419.64,2,0.0,62.95
4112,CA-2025-102430,2025-08-24,2025-08-24,Same Day,TB-10269,Thomas Brown,Corporate,United States,Portland,Oregon,97201,West,OFF-EN-10001222,Office Supplies,Envelopes,Canon Bubble Mailers v11.9,17.85,1,0.0,6.25
4113,CA-2025-102431,2025-10-11,2025-10-11,Same Day,HL-10724,Lisa Martin,Corporate,United States,Philadelphia,Pennsylvania,19104,East,FUR-BO-10001340,Furniture,Bookcases,Apple Corner Bookshelf v10.3,188.15,1,0.3,-67.2
4114,CA-2024-102432,2024-10-03,2024-10-07,Second Class,MD-10701,Sandra White,Corporate,United States,Atlanta,Georgia,30303,South,FUR-CH-10001284,Furniture,Chairs,Dell Mesh Task Chair v8.1,160.23,1,0.0,24.03
4115,CA-2024-102432,2024-10-03,2024-10-07,Second Class,MD-10701,Sandra White,Corporate,United States,Atlanta,Georgia,30303,South,OFF-AP-10001184,Office Supplies,Appliances,Bush Microwave Oven v11.8,374.06,2,0.0,82.29
4116,CA-2024-102432,2024-10-03,2024-10-07,Second Class,MD-10701,Sandra White,Corporate,United States,Atlanta,Georgia,30303,South,FUR-CH-10001309,Furniture,Chairs-Ergonomic,Apple Active Sitting Stool v11.3,656.75,1,0.0,118.21
